Location,Year,Area,Price
Mohali Sector 127,2022,930,2561904.76
Mohali Sector 127,2021,930,2439909.3
Mohali Sector 127,2020,930,2323723.14
Mohali Sector 127,2019,930,2213069.66
Mohali Sector 127,2018,930,2107685.39
Mohali Sector 127,2017,930,2007319.42
Mohali Sector 127,2016,930,1911732.78
Mohali Sector 127,2015,930,1820697.88
Mohali Sector 127,2014,930,1733997.98
Mohali Sector 127,2023,610,1689000.0
Mohali Sector 127,2022,610,1608571.43
Mohali Sector 127,2021,610,1531972.79
Mohali Sector 127,2020,610,1459021.7
Mohali Sector 127,2019,610,1389544.48
Mohali Sector 127,2018,610,1323375.7
Mohali Sector 127,2017,610,1260357.8
Mohali Sector 127,2016,610,1200340.77
Mohali Sector 127,2015,610,1143181.68
Mohali Sector 127,2014,610,1088744.46
Mohali Sector 127,2023,615,1690000.0
Mohali Sector 127,2022,615,1609523.81
Mohali Sector 127,2021,615,1532879.82
Mohali Sector 127,2020,615,1459885.54
Mohali Sector 127,2019,615,1390367.18
Mohali Sector 127,2018,615,1324159.22
Mohali Sector 127,2017,615,1261104.02
Mohali Sector 127,2016,615,1201051.45
Mohali Sector 127,2015,615,1143858.52
Mohali Sector 127,2014,615,1089389.07
Mohali Sector 127,2023,950,2590000.0
Mohali Sector 127,2022,950,2466666.67
Mohali Sector 127,2021,950,2349206.35
Mohali Sector 127,2020,950,2237339.38
Mohali Sector 127,2019,950,2130799.41
Mohali Sector 127,2018,950,2029332.77
Mohali Sector 127,2017,950,1932697.88
Mohali Sector 127,2016,950,1840664.65
Mohali Sector 127,2015,950,1753013.95
Mohali Sector 127,2014,950,1669537.09
Mohali Sec 117,2023,1771,6541000.0
Mohali Sec 117,2022,1771,6229523.81
Mohali Sec 117,2021,1771,5932879.82
Mohali Sec 117,2020,1771,5650361.73
Mohali Sec 117,2019,1771,5381296.89
Mohali Sec 117,2018,1771,5125044.65
Mohali Sec 117,2017,1771,4880994.91
Mohali Sec 117,2016,1771,4648566.58
Mohali Sec 117,2015,1771,4427206.27
Mohali Sec 117,2014,1771,4216386.92
Zirakpur punjab,2023,1020,3350000.0
Zirakpur punjab,2022,1020,3190476.19
Zirakpur punjab,2021,1020,3038548.75
Zirakpur punjab,2020,1020,2893855.96
Zirakpur punjab,2019,1020,2756053.29
Zirakpur punjab,2018,1020,2624812.66
Zirakpur punjab,2017,1020,2499821.58
Zirakpur punjab,2016,1020,2380782.46
Zirakpur punjab,2015,1020,2267411.86
Zirakpur punjab,2014,1020,2159439.87
SEC 115 MOHALI KHARAR LANDRAN ROAD,2023,1260,3890000.0
SEC 115 MOHALI KHARAR LANDRAN ROAD,2022,1260,3704761.9
SEC 115 MOHALI KHARAR LANDRAN ROAD,2021,1260,3528344.67
SEC 115 MOHALI KHARAR LANDRAN ROAD,2020,1260,3360328.26
SEC 115 MOHALI KHARAR LANDRAN ROAD,2019,1260,3200312.63
SEC 115 MOHALI KHARAR LANDRAN ROAD,2018,1260,3047916.79
SEC 115 MOHALI KHARAR LANDRAN ROAD,2017,1260,2902777.89
SEC 115 MOHALI KHARAR LANDRAN ROAD,2016,1260,2764550.37
SEC 115 MOHALI KHARAR LANDRAN ROAD,2015,1260,2632905.12
SEC 115 MOHALI KHARAR LANDRAN ROAD,2014,1260,2507528.68
Zirakpur GAzipur Road,2023,1000,2790000.0
Zirakpur GAzipur Road,2022,1000,2657142.86
Zirakpur GAzipur Road,2021,1000,2530612.24
Zirakpur GAzipur Road,2020,1000,2410106.9
Zirakpur GAzipur Road,2019,1000,2295339.9
Zirakpur GAzipur Road,2018,1000,2186038.0
Zirakpur GAzipur Road,2017,1000,2081940.96
Zirakpur GAzipur Road,2016,1000,1982800.91
Zirakpur GAzipur Road,2015,1000,1888381.82
Zirakpur GAzipur Road,2014,1000,1798458.88
Zirakpur GAzipur Road,2023,1100,3600000.0
Zirakpur GAzipur Road,2022,1100,3428571.43
Zirakpur GAzipur Road,2021,1100,3265306.12
Zirakpur GAzipur Road,2020,1100,3109815.35
Zirakpur GAzipur Road,2019,1100,2961728.91
Zirakpur GAzipur Road,2018,1100,2820694.2
Zirakpur GAzipur Road,2017,1100,2686375.43
Zirakpur GAzipur Road,2016,1100,2558452.79
Zirakpur GAzipur Road,2015,1100,2436621.7
Zirakpur GAzipur Road,2014,1100,2320592.1
Aerocity Road,2023,1410,5590000.0
Aerocity Road,2022,1410,5323809.52
Aerocity Road,2021,1410,5070294.78
Aerocity Road,2020,1410,4828852.18
Aerocity Road,2019,1410,4598906.83
Aerocity Road,2018,1410,4379911.27
Aerocity Road,2017,1410,4171344.07
Aerocity Road,2016,1410,3972708.64
Aerocity Road,2015,1410,3783532.03
Aerocity Road,2014,1410,3603363.84
SEC 116 MOHALI ON KHARAR LANDRAN ROAD,2023,1308,3299000.0
SEC 116 MOHALI ON KHARAR LANDRAN ROAD,2022,1308,3141904.76
SEC 116 MOHALI ON KHARAR LANDRAN ROAD,2021,1308,2992290.25
SEC 116 MOHALI ON KHARAR LANDRAN ROAD,2020,1308,2849800.24
SEC 116 MOHALI ON KHARAR LANDRAN ROAD,2019,1308,2714095.46
SEC 116 MOHALI ON KHARAR LANDRAN ROAD,2018,1308,2584852.82
SEC 116 MOHALI ON KHARAR LANDRAN ROAD,2017,1308,2461764.59
SEC 116 MOHALI ON KHARAR LANDRAN ROAD,2016,1308,2344537.71
SEC 116 MOHALI ON KHARAR LANDRAN ROAD,2015,1308,2232893.06
SEC 116 MOHALI ON KHARAR LANDRAN ROAD,2014,1308,2126564.81
SEC 115 MOHALI KHARAR LANDRAN ROAD,2023,1050,3590000.0
SEC 115 MOHALI KHARAR LANDRAN ROAD,2022,1050,3419047.62
SEC 115 MOHALI KHARAR LANDRAN ROAD,2021,1050,3256235.83
SEC 115 MOHALI KHARAR LANDRAN ROAD,2020,1050,3101176.98
SEC 115 MOHALI KHARAR LANDRAN ROAD,2019,1050,2953501.88
SEC 115 MOHALI KHARAR LANDRAN ROAD,2018,1050,2812858.94
SEC 115 MOHALI KHARAR LANDRAN ROAD,2017,1050,2678913.27
SEC 115 MOHALI KHARAR LANDRAN ROAD,2016,1050,2551345.98
SEC 115 MOHALI KHARAR LANDRAN ROAD,2015,1050,2429853.31
SEC 115 MOHALI KHARAR LANDRAN ROAD,2014,1050,2314146.01
Patiala Road Zirakpur,2023,1080,3750000.0
Patiala Road Zirakpur,2022,1080,3571428.57
Patiala Road Zirakpur,2021,1080,3401360.54
Patiala Road Zirakpur,2020,1080,3239390.99
Patiala Road Zirakpur,2019,1080,3085134.28
Patiala Road Zirakpur,2018,1080,2938223.12
Patiala Road Zirakpur,2017,1080,2798307.74
Patiala Road Zirakpur,2016,1080,2665054.99
Patiala Road Zirakpur,2015,1080,2538147.61
Patiala Road Zirakpur,2014,1080,2417283.44
Ambala Highway,2023,1800,6890000.0
Ambala Highway,2022,1800,6561904.76
Ambala Highway,2021,1800,6249433.11
Ambala Highway,2020,1800,5951841.05
Ambala Highway,2019,1800,5668420.05
Ambala Highway,2018,1800,5398495.29
Ambala Highway,2017,1800,5141424.08
Ambala Highway,2016,1800,4896594.36
Ambala Highway,2015,1800,4663423.2
Ambala Highway,2014,1800,4441355.43
Ambala Highway,2023,1800,6890000.0
Ambala Highway,2022,1800,6561904.76
Ambala Highway,2021,1800,6249433.11
Ambala Highway,2020,1800,5951841.05
Ambala Highway,2019,1800,5668420.05
Ambala Highway,2018,1800,5398495.29
Ambala Highway,2017,1800,5141424.08
Ambala Highway,2016,1800,4896594.36
Ambala Highway,2015,1800,4663423.2
Ambala Highway,2014,1800,4441355.43
Zirakpur GAzipur Road,2023,1100,2790000.0
Zirakpur GAzipur Road,2022,1100,2657142.86
Zirakpur GAzipur Road,2021,1100,2530612.24
Zirakpur GAzipur Road,2020,1100,2410106.9
Zirakpur GAzipur Road,2019,1100,2295339.9
Zirakpur GAzipur Road,2018,1100,2186038.0
Zirakpur GAzipur Road,2017,1100,2081940.96
Zirakpur GAzipur Road,2016,1100,1982800.91
Zirakpur GAzipur Road,2015,1100,1888381.82
Zirakpur GAzipur Road,2014,1100,1798458.88
Zirakpur GAzipur Road,2023,1100,2790000.0
Zirakpur GAzipur Road,2022,1100,2657142.86
Zirakpur GAzipur Road,2021,1100,2530612.24
Zirakpur GAzipur Road,2020,1100,2410106.9
Zirakpur GAzipur Road,2019,1100,2295339.9
Zirakpur GAzipur Road,2018,1100,2186038.0
Zirakpur GAzipur Road,2017,1100,2081940.96
Zirakpur GAzipur Road,2016,1100,1982800.91
Zirakpur GAzipur Road,2015,1100,1888381.82
Zirakpur GAzipur Road,2014,1100,1798458.88
Dera Bassi,2023,600,1590000.0
Dera Bassi,2022,600,1514285.71
Dera Bassi,2021,600,1442176.87
Dera Bassi,2020,600,1373501.78
Dera Bassi,2019,600,1308096.93
Dera Bassi,2018,600,1245806.6
Dera Bassi,2017,600,1186482.48
Dera Bassi,2016,600,1129983.31
Dera Bassi,2015,600,1076174.59
Dera Bassi,2014,600,1024928.18
Dera Bassi,2023,650,1690000.0
Dera Bassi,2022,650,1609523.81
Dera Bassi,2021,650,1532879.82
Dera Bassi,2020,650,1459885.54
Dera Bassi,2019,650,1390367.18
Dera Bassi,2018,650,1324159.22
Dera Bassi,2017,650,1261104.02
Dera Bassi,2016,650,1201051.45
Dera Bassi,2015,650,1143858.52
Dera Bassi,2014,650,1089389.07
Dera Bassi,2023,650,1690000.0
Dera Bassi,2022,650,1609523.81
Dera Bassi,2021,650,1532879.82
Dera Bassi,2020,650,1459885.54
Dera Bassi,2019,650,1390367.18
Dera Bassi,2018,650,1324159.22
Dera Bassi,2017,650,1261104.02
Dera Bassi,2016,650,1201051.45
Dera Bassi,2015,650,1143858.52
Dera Bassi,2014,650,1089389.07
Mohali Sector 127,2023,1350,3790000.0
Mohali Sector 127,2022,1350,3609523.81
Mohali Sector 127,2021,1350,3437641.72
Mohali Sector 127,2020,1350,3273944.5
Mohali Sector 127,2019,1350,3118042.38
Mohali Sector 127,2018,1350,2969564.17
Mohali Sector 127,2017,1350,2828156.35
Mohali Sector 127,2016,1350,2693482.24
Mohali Sector 127,2015,1350,2565221.18
Mohali Sector 127,2014,1350,2443067.79
Mohali Sec 125,2023,1300,3390000.0
Mohali Sec 125,2022,1300,3228571.43
Mohali Sec 125,2021,1300,3074829.93
Mohali Sec 125,2020,1300,2928409.46
Mohali Sec 125,2019,1300,2788961.39
Mohali Sec 125,2018,1300,2656153.7
Mohali Sec 125,2017,1300,2529670.19
Mohali Sec 125,2016,1300,2409209.71
Mohali Sec 125,2015,1300,2294485.44
Mohali Sec 125,2014,1300,2185224.23
Dhakoli Zirakpur,2023,700,1990000.0
Dhakoli Zirakpur,2022,700,1895238.1
Dhakoli Zirakpur,2021,700,1804988.66
Dhakoli Zirakpur,2020,700,1719036.82
Dhakoli Zirakpur,2019,700,1637177.92
Dhakoli Zirakpur,2018,700,1559217.07
Dhakoli Zirakpur,2017,700,1484968.64
Dhakoli Zirakpur,2016,700,1414255.85
Dhakoli Zirakpur,2015,700,1346910.33
Dhakoli Zirakpur,2014,700,1282771.74
Zirakpur GAzipur Road,2023,1200,3700000.0
Zirakpur GAzipur Road,2022,1200,3523809.52
Zirakpur GAzipur Road,2021,1200,3356009.07
Zirakpur GAzipur Road,2020,1200,3196199.11
Zirakpur GAzipur Road,2019,1200,3043999.16
Zirakpur GAzipur Road,2018,1200,2899046.82
Zirakpur GAzipur Road,2017,1200,2760996.97
Zirakpur GAzipur Road,2016,1200,2629520.92
Zirakpur GAzipur Road,2015,1200,2504305.64
Zirakpur GAzipur Road,2014,1200,2385052.99
Zirakpur GAzipur Road,2023,1050,3600000.0
Zirakpur GAzipur Road,2022,1050,3428571.43
Zirakpur GAzipur Road,2021,1050,3265306.12
Zirakpur GAzipur Road,2020,1050,3109815.35
Zirakpur GAzipur Road,2019,1050,2961728.91
Zirakpur GAzipur Road,2018,1050,2820694.2
Zirakpur GAzipur Road,2017,1050,2686375.43
Zirakpur GAzipur Road,2016,1050,2558452.79
Zirakpur GAzipur Road,2015,1050,2436621.7
Zirakpur GAzipur Road,2014,1050,2320592.1
Zirakpur GAzipur Road,2023,1000,2790000.0
Zirakpur GAzipur Road,2022,1000,2657142.86
Zirakpur GAzipur Road,2021,1000,2530612.24
Zirakpur GAzipur Road,2020,1000,2410106.9
Zirakpur GAzipur Road,2019,1000,2295339.9
Zirakpur GAzipur Road,2018,1000,2186038.0
Zirakpur GAzipur Road,2017,1000,2081940.96
Zirakpur GAzipur Road,2016,1000,1982800.91
Zirakpur GAzipur Road,2015,1000,1888381.82
Zirakpur GAzipur Road,2014,1000,1798458.88
Aerocity Road,2023,1500,5490000.0
Aerocity Road,2022,1500,5228571.43
Aerocity Road,2021,1500,4979591.84
Aerocity Road,2020,1500,4742468.42
Aerocity Road,2019,1500,4516636.59
Aerocity Road,2018,1500,4301558.65
Aerocity Road,2017,1500,4096722.53
Aerocity Road,2016,1500,3901640.5
Aerocity Road,2015,1500,3715848.1
Aerocity Road,2014,1500,3538902.95
Zirakpur punjab,2023,1800,6190000.0
Zirakpur punjab,2022,1800,5895238.1
Zirakpur punjab,2021,1800,5614512.47
Zirakpur punjab,2020,1800,5347154.73
Zirakpur punjab,2019,1800,5092528.32
Zirakpur punjab,2018,1800,4850026.97
Zirakpur punjab,2017,1800,4619073.31
Zirakpur punjab,2016,1800,4399117.43
Zirakpur punjab,2015,1800,4189635.65
Zirakpur punjab,2014,1800,3990129.19
SEC 115 MOHALI KHARAR LANDRAN ROAD,2023,700,1690000.0
SEC 115 MOHALI KHARAR LANDRAN ROAD,2022,700,1609523.81
SEC 115 MOHALI KHARAR LANDRAN ROAD,2021,700,1532879.82
SEC 115 MOHALI KHARAR LANDRAN ROAD,2020,700,1459885.54
SEC 115 MOHALI KHARAR LANDRAN ROAD,2019,700,1390367.18
SEC 115 MOHALI KHARAR LANDRAN ROAD,2018,700,1324159.22
SEC 115 MOHALI KHARAR LANDRAN ROAD,2017,700,1261104.02
SEC 115 MOHALI KHARAR LANDRAN ROAD,2016,700,1201051.45
SEC 115 MOHALI KHARAR LANDRAN ROAD,2015,700,1143858.52
SEC 115 MOHALI KHARAR LANDRAN ROAD,2014,700,1089389.07
Airport Road,2023,1010,2550000.0
Airport Road,2022,1010,2428571.43
Airport Road,2021,1010,2312925.17
Airport Road,2020,1010,2202785.88
Airport Road,2019,1010,2097891.31
Airport Road,2018,1010,1997991.72
Airport Road,2017,1010,1902849.26
Airport Road,2016,1010,1812237.39
Airport Road,2015,1010,1725940.37
Airport Road,2014,1010,1643752.74
Dhakoli Zirakpur,2023,750,1890000.0
Dhakoli Zirakpur,2022,750,1800000.0
Dhakoli Zirakpur,2021,750,1714285.71
Dhakoli Zirakpur,2020,750,1632653.06
Dhakoli Zirakpur,2019,750,1554907.68
Dhakoli Zirakpur,2018,750,1480864.45
Dhakoli Zirakpur,2017,750,1410347.1
Dhakoli Zirakpur,2016,750,1343187.71
Dhakoli Zirakpur,2015,750,1279226.39
Dhakoli Zirakpur,2014,750,1218310.85
Zirakpur GAzipur Road,2023,1100,2700000.0
Zirakpur GAzipur Road,2022,1100,2571428.57
Zirakpur GAzipur Road,2021,1100,2448979.59
Zirakpur GAzipur Road,2020,1100,2332361.52
Zirakpur GAzipur Road,2019,1100,2221296.68
Zirakpur GAzipur Road,2018,1100,2115520.65
Zirakpur GAzipur Road,2017,1100,2014781.57
Zirakpur GAzipur Road,2016,1100,1918839.59
Zirakpur GAzipur Road,2015,1100,1827466.28
Zirakpur GAzipur Road,2014,1100,1740444.07
Zirakpur GAzipur Road,2023,1100,3600000.0
Zirakpur GAzipur Road,2022,1100,3428571.43
Zirakpur GAzipur Road,2021,1100,3265306.12
Zirakpur GAzipur Road,2020,1100,3109815.35
Zirakpur GAzipur Road,2019,1100,2961728.91
Zirakpur GAzipur Road,2018,1100,2820694.2
Zirakpur GAzipur Road,2017,1100,2686375.43
Zirakpur GAzipur Road,2016,1100,2558452.79
Zirakpur GAzipur Road,2015,1100,2436621.7
Zirakpur GAzipur Road,2014,1100,2320592.1
Zirakpur GAzipur Road,2023,1000,2690000.0
Zirakpur GAzipur Road,2022,1000,2561904.76
Zirakpur GAzipur Road,2021,1000,2439909.3
Zirakpur GAzipur Road,2020,1000,2323723.14
Zirakpur GAzipur Road,2019,1000,2213069.66
Zirakpur GAzipur Road,2018,1000,2107685.39
Zirakpur GAzipur Road,2017,1000,2007319.42
Zirakpur GAzipur Road,2016,1000,1911732.78
Zirakpur GAzipur Road,2015,1000,1820697.88
Zirakpur GAzipur Road,2014,1000,1733997.98
Zirakpur GAzipur Road,2023,1100,2690000.0
Zirakpur GAzipur Road,2022,1100,2561904.76
Zirakpur GAzipur Road,2021,1100,2439909.3
Zirakpur GAzipur Road,2020,1100,2323723.14
Zirakpur GAzipur Road,2019,1100,2213069.66
Zirakpur GAzipur Road,2018,1100,2107685.39
Zirakpur GAzipur Road,2017,1100,2007319.42
Zirakpur GAzipur Road,2016,1100,1911732.78
Zirakpur GAzipur Road,2015,1100,1820697.88
Zirakpur GAzipur Road,2014,1100,1733997.98
Ambala Highway,2023,1100,3600000.0
Ambala Highway,2022,1100,3428571.43
Ambala Highway,2021,1100,3265306.12
Ambala Highway,2020,1100,3109815.35
Ambala Highway,2019,1100,2961728.91
Ambala Highway,2018,1100,2820694.2
Ambala Highway,2017,1100,2686375.43
Ambala Highway,2016,1100,2558452.79
Ambala Highway,2015,1100,2436621.7
Ambala Highway,2014,1100,2320592.1
Ambala Highway,2023,1738,6190000.0
Ambala Highway,2022,1738,5895238.1
Ambala Highway,2021,1738,5614512.47
Ambala Highway,2020,1738,5347154.73
Ambala Highway,2019,1738,5092528.32
Ambala Highway,2018,1738,4850026.97
Ambala Highway,2017,1738,4619073.31
Ambala Highway,2016,1738,4399117.43
Ambala Highway,2015,1738,4189635.65
Ambala Highway,2014,1738,3990129.19
SEC 115 MOHALI KHARAR LANDRAN ROAD,2023,1530,4090000.0
SEC 115 MOHALI KHARAR LANDRAN ROAD,2022,1530,3895238.1
SEC 115 MOHALI KHARAR LANDRAN ROAD,2021,1530,3709750.57
SEC 115 MOHALI KHARAR LANDRAN ROAD,2020,1530,3533095.78
SEC 115 MOHALI KHARAR LANDRAN ROAD,2019,1530,3364853.12
SEC 115 MOHALI KHARAR LANDRAN ROAD,2018,1530,3204622.02
SEC 115 MOHALI KHARAR LANDRAN ROAD,2017,1530,3052020.97
SEC 115 MOHALI KHARAR LANDRAN ROAD,2016,1530,2906686.64
SEC 115 MOHALI KHARAR LANDRAN ROAD,2015,1530,2768272.99
SEC 115 MOHALI KHARAR LANDRAN ROAD,2014,1530,2636450.47
SEC 115 MOHALI KHARAR LANDRAN ROAD,2023,1230,3240000.0
SEC 115 MOHALI KHARAR LANDRAN ROAD,2022,1230,3085714.29
SEC 115 MOHALI KHARAR LANDRAN ROAD,2021,1230,2938775.51
SEC 115 MOHALI KHARAR LANDRAN ROAD,2020,1230,2798833.82
SEC 115 MOHALI KHARAR LANDRAN ROAD,2019,1230,2665556.02
SEC 115 MOHALI KHARAR LANDRAN ROAD,2018,1230,2538624.78
SEC 115 MOHALI KHARAR LANDRAN ROAD,2017,1230,2417737.89
SEC 115 MOHALI KHARAR LANDRAN ROAD,2016,1230,2302607.51
SEC 115 MOHALI KHARAR LANDRAN ROAD,2015,1230,2192959.53
SEC 115 MOHALI KHARAR LANDRAN ROAD,2014,1230,2088532.89
Zirakpur GAzipur Road,2023,1000,2790000.0
Zirakpur GAzipur Road,2022,1000,2657142.86
Zirakpur GAzipur Road,2021,1000,2530612.24
Zirakpur GAzipur Road,2020,1000,2410106.9
Zirakpur GAzipur Road,2019,1000,2295339.9
Zirakpur GAzipur Road,2018,1000,2186038.0
Zirakpur GAzipur Road,2017,1000,2081940.96
Zirakpur GAzipur Road,2016,1000,1982800.91
Zirakpur GAzipur Road,2015,1000,1888381.82
Zirakpur GAzipur Road,2014,1000,1798458.88
Dhakoli Zirakpur,2023,870,1890000.0
Dhakoli Zirakpur,2022,870,1800000.0
Dhakoli Zirakpur,2021,870,1714285.71
Dhakoli Zirakpur,2020,870,1632653.06
Dhakoli Zirakpur,2019,870,1554907.68
Dhakoli Zirakpur,2018,870,1480864.45
Dhakoli Zirakpur,2017,870,1410347.1
Dhakoli Zirakpur,2016,870,1343187.71
Dhakoli Zirakpur,2015,870,1279226.39
Dhakoli Zirakpur,2014,870,1218310.85
Aerocity Road,2023,1410,5590000.0
Aerocity Road,2022,1410,5323809.52
Aerocity Road,2021,1410,5070294.78
Aerocity Road,2020,1410,4828852.18
Aerocity Road,2019,1410,4598906.83
Aerocity Road,2018,1410,4379911.27
Aerocity Road,2017,1410,4171344.07
Aerocity Road,2016,1410,3972708.64
Aerocity Road,2015,1410,3783532.03
Aerocity Road,2014,1410,3603363.84
Zirakpur GAzipur Road,2023,1000,2750000.0
Zirakpur GAzipur Road,2022,1000,2619047.62
Zirakpur GAzipur Road,2021,1000,2494331.07
Zirakpur GAzipur Road,2020,1000,2375553.4
Zirakpur GAzipur Road,2019,1000,2262431.81
Zirakpur GAzipur Road,2018,1000,2154696.96
Zirakpur GAzipur Road,2017,1000,2052092.34
Zirakpur GAzipur Road,2016,1000,1954373.66
Zirakpur GAzipur Road,2015,1000,1861308.25
Zirakpur GAzipur Road,2014,1000,1772674.52
Aerocity Road,2023,1500,5790000.0
Aerocity Road,2022,1500,5514285.71
Aerocity Road,2021,1500,5251700.68
Aerocity Road,2020,1500,5001619.7
Aerocity Road,2019,1500,4763447.33
Aerocity Road,2018,1500,4536616.5
Aerocity Road,2017,1500,4320587.15
Aerocity Road,2016,1500,4114844.9
Aerocity Road,2015,1500,3918899.91
Aerocity Road,2014,1500,3732285.62
Mohali Sec 118,2023,1800,6500000.0
Mohali Sec 118,2022,1800,6190476.19
Mohali Sec 118,2021,1800,5895691.61
Mohali Sec 118,2020,1800,5614944.39
Mohali Sec 118,2019,1800,5347566.09
Mohali Sec 118,2018,1800,5092920.08
Mohali Sec 118,2017,1800,4850400.08
Mohali Sec 118,2016,1800,4619428.65
Mohali Sec 118,2015,1800,4399455.85
Mohali Sec 118,2014,1800,4189957.96
SEC 115 MOHALI KHARAR LANDRAN ROAD,2023,900,2750000.0
SEC 115 MOHALI KHARAR LANDRAN ROAD,2022,900,2619047.62
SEC 115 MOHALI KHARAR LANDRAN ROAD,2021,900,2494331.07
SEC 115 MOHALI KHARAR LANDRAN ROAD,2020,900,2375553.4
SEC 115 MOHALI KHARAR LANDRAN ROAD,2019,900,2262431.81
SEC 115 MOHALI KHARAR LANDRAN ROAD,2018,900,2154696.96
SEC 115 MOHALI KHARAR LANDRAN ROAD,2017,900,2052092.34
SEC 115 MOHALI KHARAR LANDRAN ROAD,2016,900,1954373.66
SEC 115 MOHALI KHARAR LANDRAN ROAD,2015,900,1861308.25
SEC 115 MOHALI KHARAR LANDRAN ROAD,2014,900,1772674.52
Zirakpur GAzipur Road,2023,1000,2790000.0
Zirakpur GAzipur Road,2022,1000,2657142.86
Zirakpur GAzipur Road,2021,1000,2530612.24
Zirakpur GAzipur Road,2020,1000,2410106.9
Zirakpur GAzipur Road,2019,1000,2295339.9
Zirakpur GAzipur Road,2018,1000,2186038.0
Zirakpur GAzipur Road,2017,1000,2081940.96
Zirakpur GAzipur Road,2016,1000,1982800.91
Zirakpur GAzipur Road,2015,1000,1888381.82
Zirakpur GAzipur Road,2014,1000,1798458.88
Dera Bassi,2023,600,1590000.0
Dera Bassi,2022,600,1514285.71
Dera Bassi,2021,600,1442176.87
Dera Bassi,2020,600,1373501.78
Dera Bassi,2019,600,1308096.93
Dera Bassi,2018,600,1245806.6
Dera Bassi,2017,600,1186482.48
Dera Bassi,2016,600,1129983.31
Dera Bassi,2015,600,1076174.59
Dera Bassi,2014,600,1024928.18
Dera Bassi,2023,600,1690000.0
Dera Bassi,2022,600,1609523.81
Dera Bassi,2021,600,1532879.82
Dera Bassi,2020,600,1459885.54
Dera Bassi,2019,600,1390367.18
Dera Bassi,2018,600,1324159.22
Dera Bassi,2017,600,1261104.02
Dera Bassi,2016,600,1201051.45
Dera Bassi,2015,600,1143858.52
Dera Bassi,2014,600,1089389.07
Airport Road,2023,1418,5290000.0
Airport Road,2022,1418,5038095.24
Airport Road,2021,1418,4798185.94
Airport Road,2020,1418,4569700.9
Airport Road,2019,1418,4352096.09
Airport Road,2018,1418,4144853.42
Airport Road,2017,1418,3947479.45
Airport Road,2016,1418,3759504.24
Airport Road,2015,1418,3580480.23
Airport Road,2014,1418,3409981.17
Airport Road,2023,1410,5590000.0
Airport Road,2022,1410,5323809.52
Airport Road,2021,1410,5070294.78
Airport Road,2020,1410,4828852.18
Airport Road,2019,1410,4598906.83
Airport Road,2018,1410,4379911.27
Airport Road,2017,1410,4171344.07
Airport Road,2016,1410,3972708.64
Airport Road,2015,1410,3783532.03
Airport Road,2014,1410,3603363.84
Aerocity Road,2023,1410,5590000.0
Aerocity Road,2022,1410,5323809.52
Aerocity Road,2021,1410,5070294.78
Aerocity Road,2020,1410,4828852.18
Aerocity Road,2019,1410,4598906.83
Aerocity Road,2018,1410,4379911.27
Aerocity Road,2017,1410,4171344.07
Aerocity Road,2016,1410,3972708.64
Aerocity Road,2015,1410,3783532.03
Aerocity Road,2014,1410,3603363.84
SEC 115 MOHALI KHARAR LANDRAN ROAD,2023,1530,3790000.0
SEC 115 MOHALI KHARAR LANDRAN ROAD,2022,1530,3609523.81
SEC 115 MOHALI KHARAR LANDRAN ROAD,2021,1530,3437641.72
SEC 115 MOHALI KHARAR LANDRAN ROAD,2020,1530,3273944.5
SEC 115 MOHALI KHARAR LANDRAN ROAD,2019,1530,3118042.38
SEC 115 MOHALI KHARAR LANDRAN ROAD,2018,1530,2969564.17
SEC 115 MOHALI KHARAR LANDRAN ROAD,2017,1530,2828156.35
SEC 115 MOHALI KHARAR LANDRAN ROAD,2016,1530,2693482.24
SEC 115 MOHALI KHARAR LANDRAN ROAD,2015,1530,2565221.18
SEC 115 MOHALI KHARAR LANDRAN ROAD,2014,1530,2443067.79
SEC 115 MOHALI KHARAR LANDRAN ROAD,2023,1230,3240000.0
SEC 115 MOHALI KHARAR LANDRAN ROAD,2022,1230,3085714.29
SEC 115 MOHALI KHARAR LANDRAN ROAD,2021,1230,2938775.51
SEC 115 MOHALI KHARAR LANDRAN ROAD,2020,1230,2798833.82
SEC 115 MOHALI KHARAR LANDRAN ROAD,2019,1230,2665556.02
SEC 115 MOHALI KHARAR LANDRAN ROAD,2018,1230,2538624.78
SEC 115 MOHALI KHARAR LANDRAN ROAD,2017,1230,2417737.89
SEC 115 MOHALI KHARAR LANDRAN ROAD,2016,1230,2302607.51
SEC 115 MOHALI KHARAR LANDRAN ROAD,2015,1230,2192959.53
SEC 115 MOHALI KHARAR LANDRAN ROAD,2014,1230,2088532.89
Aerocity Road,2023,4150,5290000.0
Aerocity Road,2022,4150,5038095.24
Aerocity Road,2021,4150,4798185.94
Aerocity Road,2020,4150,4569700.9
Aerocity Road,2019,4150,4352096.09
Aerocity Road,2018,4150,4144853.42
Aerocity Road,2017,4150,3947479.45
Aerocity Road,2016,4150,3759504.24
Aerocity Road,2015,4150,3580480.23
Aerocity Road,2014,4150,3409981.17
Zirakpur GAzipur Road,2023,1050,2750000.0
Zirakpur GAzipur Road,2022,1050,2619047.62
Zirakpur GAzipur Road,2021,1050,2494331.07
Zirakpur GAzipur Road,2020,1050,2375553.4
Zirakpur GAzipur Road,2019,1050,2262431.81
Zirakpur GAzipur Road,2018,1050,2154696.96
Zirakpur GAzipur Road,2017,1050,2052092.34
Zirakpur GAzipur Road,2016,1050,1954373.66
Zirakpur GAzipur Road,2015,1050,1861308.25
